Date,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Week_of_Month,Is_Weekend,Is_Month_Start,Is_Month_End,Transaction Description,Transaction_Description_Clean,Category,Amount,Type,Is_Income,Category_Avg_Amount,Monthly_Total_By_Category,Previous_Transaction_Amount,Rolling_7day_Avg,Rolling_30day_Avg,Days_Since_Last_Transaction,Cumulative_Spending_By_Category,Transaction_Count_By_Category
2021-01-15,2021,1,January,1,15,4,Friday,2,3,0,0,0,Huge response long.,Huge response long.,Travel,53.66,Expense,0,1059.3611875000001,4531.31,1708.14,1070.4971428571428,1132.6536666666666,1.0,52134.08,49
2021-01-15,2021,1,January,1,15,4,Friday,2,3,0,0,0,Level work candidate this.,Level work candidate this.,Other,3440.0,Income,1,2726.7279411764707,13564.0,53.66,1487.9114285714288,1181.9289999999999,0.0,65446.0,25
2021-01-17,2021,1,January,1,17,6,Sunday,2,3,1,0,0,Statement available win politics.,Statement available win politics.,Shopping,556.22,Expense,0,979.205,2264.36,3440.0,1159.3714285714286,1184.6433333333332,2.0,31979.31,33
2021-01-17,2021,1,January,1,17,6,Sunday,2,3,1,0,0,Quite general there sister.,Quite general there sister.,Food & Drink,1822.13,Expense,0,1070.425436241611,2548.4300000000003,556.22,1397.2485714285715,1223.942,0.0,33565.72,30
2021-01-19,2021,1,January,1,19,1,Tuesday,3,3,0,0,0,Item treat area.,Item treat area.,Travel,1553.72,Expense,0,1059.3611875000001,4531.31,1822.13,1436.1385714285716,1249.7893333333334,2.0,53687.8,50
2021-01-20,2021,1,January,1,20,2,Wednesday,3,3,0,0,0,Check clearly follow remember generation.,Check clearly follow remember generation.,Health & Fitness,445.82,Expense,0,955.2240789473684,2979.62,1553.72,1368.527142857143,1220.5833333333333,1.0,20872.77,24
2021-01-24,2021,1,January,1,24,6,Sunday,3,4,1,0,0,Suffer economy play.,Suffer economy play.,Other,1620.0,Income,1,2726.7279411764707,13564.0,445.82,1355.935714285714,1241.3933333333332,4.0,67066.0,26
2021-01-26,2021,1,January,1,26,1,Tuesday,4,4,0,0,0,By field move.,By field move.,Food & Drink,624.78,Expense,0,1070.425436241611,2548.4300000000003,1620.0,1437.5242857142857,1213.9640000000002,2.0,34190.5,31
2021-01-27,2021,1,January,1,27,2,Wednesday,4,4,0,0,0,Option oil commercial.,Option oil commercial.,Health & Fitness,1467.4,Expense,0,955.2240789473684,2979.62,624.78,1155.7242857142858,1255.9296666666667,1.0,22340.170000000002,25
2021-01-27,2021,1,January,1,27,2,Wednesday,4,4,0,0,0,American tell ball we side.,American tell ball we side.,Other,3176.0,Income,1,2726.7279411764707,13564.0,1467.4,1529.9785714285715,1356.4993333333332,0.0,70242.0,27
2021-01-27,2021,1,January,1,27,2,Wednesday,4,4,0,0,0,Short indicate police.,Short indicate police.,Utilities,409.58,Expense,0,935.2482165605096,1908.27,3176.0,1328.1857142857145,1347.3606666666667,0.0,30545.29,34
2021-01-27,2021,1,January,1,27,2,Wednesday,4,4,0,0,0,Nation politics few each southern.,Nation politics few each southern.,Health & Fitness,1066.4,Expense,0,955.2240789473684,2979.62,409.58,1258.5685714285714,1326.0736666666667,0.0,23406.57,26
2021-01-29,2021,1,January,1,29,4,Friday,4,5,0,0,0,Law read citizen.,Law read citizen.,Utilities,521.37,Expense,0,935.2482165605096,1908.27,1066.4,1269.3614285714286,1279.8280000000002,2.0,31066.66,35
2021-02-02,2021,2,February,1,2,1,Tuesday,5,1,0,0,0,Less future century technology.,Less future century technology.,Salary,1935.09,Expense,0,1020.9147260273971,2176.17,521.37,1314.3742857142856,1286.1296666666667,4.0,27929.32,30
2021-02-05,2021,2,February,1,5,4,Friday,5,1,0,0,0,Wish candidate have no.,Wish candidate have no.,Health & Fitness,1610.42,Expense,0,955.2240789473684,4299.46,1935.09,1455.1800000000003,1259.0436666666667,3.0,25016.99,27
2021-02-05,2021,2,February,1,5,4,Friday,5,1,0,0,0,Letter environment easy.,Letter environment easy.,Rent,290.11,Expense,0,982.2750909090909,1564.56,1610.42,1286.9957142857143,1202.218,0.0,38512.159999999996,33
2021-02-08,2021,2,February,1,8,0,Monday,6,2,0,0,0,Face his.,Face his.,Shopping,1934.87,Expense,0,979.205,6305.69,290.11,1109.6914285714286,1201.4840000000002,3.0,33914.18,34
2021-02-08,2021,2,February,1,8,0,Monday,6,2,0,0,0,While total spend.,While total spend.,Health & Fitness,189.7,Expense,0,955.2240789473684,4299.46,1934.87,1078.28,1178.0433333333333,0.0,25206.69,28
2021-02-09,2021,2,February,1,9,1,Tuesday,6,2,0,0,0,Couple city you level.,Couple city you level.,Travel,1077.78,Expense,0,1059.3611875000001,3553.04,189.7,1079.9057142857143,1210.5853333333332,1.0,54765.58,51
2021-02-09,2021,2,February,1,9,1,Tuesday,6,2,0,0,0,Age war measure whom.,Age war measure whom.,Travel,1173.27,Expense,0,1059.3611875000001,3553.04,1077.78,1173.0342857142857,1214.127,0.0,55938.85,52
2021-02-11,2021,2,February,1,11,3,Thursday,6,2,0,0,0,Good anything manager think pressure.,Good anything manager think pressure.,Health & Fitness,225.61,Expense,0,955.2240789473684,4299.46,1173.27,928.8228571428572,1197.536,2.0,25432.3,29
2021-02-11,2021,2,February,1,11,3,Thursday,6,2,0,0,0,Mr suggest issue.,Mr suggest issue.,Food & Drink,1242.9,Expense,0,1070.425436241611,1242.9,225.61,876.3199999999999,1227.357,0.0,35433.4,32
2021-02-13,2021,2,February,1,13,5,Saturday,6,2,1,0,0,Shake hand hundred now.,Shake hand hundred now.,Health & Fitness,1831.36,Expense,0,955.2240789473684,4299.46,1242.9,1096.4985714285715,1206.0023333333336,2.0,27263.66,30
2021-02-16,2021,2,February,1,16,1,Tuesday,7,3,0,0,0,Network available mean share.,Network available mean share.,Rent,1274.45,Expense,0,982.2750909090909,1564.56,1831.36,1002.1528571428572,1232.7486666666666,3.0,39786.61,34
2021-02-18,2021,2,February,1,18,3,Thursday,7,3,0,0,0,Quite budget window hour some.,Quite budget window hour some.,Travel,1301.99,Expense,0,1059.3611875000001,3553.04,1274.45,1161.0514285714285,1258.8783333333333,2.0,57240.840000000004,53
2021-02-19,2021,2,February,1,19,4,Friday,7,3,0,0,0,Voice sense current meeting matter.,Voice sense current meeting matter.,Investment,804.0,Income,1,2558.112676056338,804.0,1301.99,1121.94,1190.4783333333332,1.0,46392.0,21
2021-02-20,2021,2,February,1,20,5,Saturday,7,3,1,0,0,Case four.,Case four.,Salary,241.08,Expense,0,1020.9147260273971,2176.17,804.0,988.7699999999999,1193.2813333333334,1.0,28170.4,31
2021-02-21,2021,2,February,1,21,6,Sunday,7,3,1,0,0,Lead paper middle foreign party.,Lead paper middle foreign party.,Utilities,783.41,Expense,0,935.2482165605096,783.41,241.08,1068.4557142857143,1176.6786666666667,1.0,31850.07,36
2021-02-23,2021,2,February,1,23,1,Tuesday,8,4,0,0,0,Wrong school federal from.,Wrong school federal from.,Shopping,1178.81,Expense,0,979.205,6305.69,783.41,1059.3,1185.3356666666666,2.0,35092.99,35
2021-02-24,2021,2,February,1,24,2,Wednesday,8,4,0,0,0,Majority none little admit former.,Majority none little admit former.,Shopping,1313.29,Expense,0,979.205,6305.69,1178.81,985.29,1172.174,1.0,36406.28,36
2021-02-27,2021,2,February,1,27,5,Saturday,8,4,1,0,0,On someone rise read.,On someone rise read.,Shopping,1878.72,Expense,0,979.205,6305.69,1313.29,1071.6142857142856,1233.0093333333336,3.0,38285.0,37
2021-02-28,2021,2,February,1,28,6,Sunday,8,4,1,0,1,Listen whose situation simply officer.,Listen whose situation simply officer.,Health & Fitness,442.37,Expense,0,955.2240789473684,4299.46,1878.72,948.8114285714286,1133.0883333333334,1.0,27706.03,31
2021-03-02,2021,3,March,1,2,1,Tuesday,9,1,0,0,0,Occur red.,Occur red.,Other,4960.0,Income,1,2726.7279411764707,17378.0,442.37,1542.5257142857142,1279.881,2.0,75202.0,28
2021-03-02,2021,3,March,1,2,1,Tuesday,9,1,0,0,0,Kid industry.,Kid industry.,Health & Fitness,130.49,Expense,0,955.2240789473684,4694.9,4960.0,1526.7271428571428,1223.493,0.0,27836.52,32
2021-03-02,2021,3,March,1,2,1,Tuesday,9,1,0,0,0,Lose modern return simple herself.,Lose modern return simple herself.,Entertainment,1712.35,Expense,0,1036.1221678321679,5568.39,130.49,1659.4328571428573,1228.7806666666668,0.0,34755.2,33
2021-03-04,2021,3,March,1,4,3,Thursday,9,1,0,0,0,Improve simple turn.,Improve simple turn.,Rent,1898.53,Expense,0,982.2750909090909,5685.13,1712.35,1762.25,1277.2043333333336,2.0,41685.14,35
2021-03-05,2021,3,March,1,5,4,Friday,9,1,0,0,0,Million night your.,Million night your.,Rent,1328.91,Expense,0,982.2750909090909,5685.13,1898.53,1764.4814285714288,1267.5013333333334,1.0,43014.05,36
2021-03-05,2021,3,March,1,5,4,Friday,9,1,0,0,0,Heavy what least mouth national.,Heavy what least mouth national.,Food & Drink,110.65,Expense,0,1070.425436241611,2107.84,1328.91,1511.9,1250.3636666666666,0.0,35544.05,33
2021-03-07,2021,3,March,1,7,6,Sunday,9,1,1,0,0,Machine whatever everything fear walk.,Machine whatever everything fear walk.,Utilities,1576.09,Expense,0,935.2482165605096,3819.59,110.65,1673.8600000000001,1253.986666666667,2.0,33426.159999999996,37
2021-03-07,2021,3,March,1,7,6,Sunday,9,1,1,0,0,Relate real major.,Relate real major.,Entertainment,1176.9,Expense,0,1036.1221678321679,5568.39,1576.09,1133.4171428571428,1187.35,0.0,35932.1,34
2021-03-08,2021,3,March,1,8,0,Monday,10,2,0,0,0,Night various return explain.,Night various return explain.,Entertainment,663.83,Expense,0,1036.1221678321679,5568.39,1176.9,1209.6085714285714,1195.825,1.0,36595.93,35
2021-03-09,2021,3,March,1,9,1,Tuesday,10,2,0,0,0,Here woman stand west source.,Here woman stand west source.,Investment,2771.0,Income,1,2558.112676056338,13088.0,663.83,1360.8442857142857,1252.645,1.0,49163.0,22
2021-03-09,2021,3,March,1,9,1,Tuesday,10,2,0,0,0,Explain research.,Explain research.,Utilities,1975.18,Expense,0,935.2482165605096,3819.59,2771.0,1371.7942857142857,1301.1053333333332,0.0,35401.34,38
2021-03-10,2021,3,March,1,10,2,Wednesday,10,2,0,0,0,Pretty section degree still.,Pretty section degree still.,Utilities,228.75,Expense,0,935.2482165605096,3819.59,1975.18,1214.6285714285714,1244.2273333333333,1.0,35630.09,39
2021-03-12,2021,3,March,1,12,4,Friday,10,2,0,0,0,Receive case past only drug.,Receive case past only drug.,Utilities,39.57,Expense,0,935.2482165605096,3819.59,228.75,1204.474285714286,1191.8656666666668,2.0,35669.659999999996,40
2021-03-15,2021,3,March,1,15,0,Monday,11,3,0,0,0,Race case.,Race case.,Other,929.0,Income,1,2726.7279411764707,17378.0,39.57,1112.0328571428572,1213.162,3.0,76131.0,29
2021-03-15,2021,3,March,1,15,0,Monday,11,3,0,0,0,Point appear including.,Point appear including.,Entertainment,1181.82,Expense,0,1036.1221678321679,5568.39,929.0,1112.7357142857143,1188.0603333333333,0.0,37777.75,36
2021-03-16,2021,3,March,1,16,1,Tuesday,11,3,0,0,0,Imagine various there.,Imagine various there.,Other,4809.0,Income,1,2726.7279411764707,17378.0,1181.82,1704.902857142857,1342.037,1.0,80940.0,30
2021-03-16,2021,3,March,1,16,1,Tuesday,11,3,0,0,0,Sense expert experience.,Sense expert experience.,Investment,4401.0,Income,1,2558.112676056338,13088.0,4809.0,1937.76,1452.8110000000001,0.0,53564.0,23
2021-03-17,2021,3,March,1,17,2,Wednesday,11,3,0,0,0,Present discussion.,Present discussion.,Health & Fitness,1031.34,Expense,0,955.2240789473684,4694.9,4401.0,1802.9257142857143,1448.0800000000002,1.0,28867.86,33
2021-03-17,2021,3,March,1,17,2,Wednesday,11,3,0,0,0,Individual study value.,Individual study value.,Investment,855.0,Income,1,2558.112676056338,13088.0,1031.34,1892.3899999999999,1469.0596666666668,0.0,54419.0,24
2021-03-18,2021,3,March,1,18,3,Thursday,11,3,0,0,0,Small control see the.,Small control see the.,Travel,921.5,Expense,0,1059.3611875000001,1834.3899999999999,855.0,2018.3799999999999,1458.3463333333334,1.0,58162.340000000004,54
2021-03-19,2021,3,March,1,19,4,Friday,11,3,0,0,0,Across nothing.,Across nothing.,Food & Drink,1997.19,Expense,0,1070.425436241611,2107.84,921.5,2170.9785714285713,1463.8739999999998,1.0,37541.24,34
2021-03-20,2021,3,March,1,20,5,Saturday,11,3,1,0,0,Expect writer myself management.,Expect writer myself management.,Shopping,1375.33,Expense,0,979.205,2213.15,1997.19,2198.6228571428574,1467.2366666666667,1.0,39660.33,38
2021-03-21,2021,3,March,1,21,6,Sunday,11,3,1,0,0,Life cover both class.,Life cover both class.,Salary,156.25,Expense,0,1020.9147260273971,299.85,1375.33,1533.9442857142858,1429.0453333333332,1.0,28326.65,32
2021-03-22,2021,3,March,1,22,0,Monday,12,4,0,0,0,Foreign husband believe word local.,Foreign husband believe word local.,Travel,912.89,Expense,0,1059.3611875000001,1834.3899999999999,156.25,1035.642857142857,1432.675,1.0,59075.23,55
2021-03-22,2021,3,March,1,22,0,Monday,12,4,0,0,0,Purpose cover particularly police if.,Purpose cover particularly police if.,Other,3620.0,Income,1,2726.7279411764707,17378.0,912.89,1405.4514285714286,1545.3056666666666,0.0,84560.0,31
2021-03-22,2021,3,March,1,22,0,Monday,12,4,0,0,0,Responsibility add front.,Responsibility add front.,Investment,1038.0,Income,1,2558.112676056338,13088.0,3620.0,1431.5942857142857,1553.792,0.0,55457.0,25
2021-03-23,2021,3,March,1,23,1,Tuesday,12,4,0,0,0,End dog.,End dog.,Rent,1588.26,Expense,0,982.2750909090909,5685.13,1038.0,1526.8457142857144,1567.4403333333332,1.0,44602.31,37
2021-03-23,2021,3,March,1,23,1,Tuesday,12,4,0,0,0,Few reveal activity president.,Few reveal activity president.,Investment,4023.0,Income,1,2558.112676056338,13088.0,1588.26,1816.2471428571428,1657.764,0.0,59480.0,26
2021-03-24,2021,3,March,1,24,2,Wednesday,12,4,0,0,0,Property let.,Property let.,Entertainment,833.49,Expense,0,1036.1221678321679,5568.39,4023.0,1738.8414285714284,1622.9229999999998,1.0,38611.24,37
2021-03-25,2021,3,March,1,25,3,Thursday,12,4,0,0,0,Rather type thousand show.,Rather type thousand show.,Shopping,837.82,Expense,0,979.205,2213.15,833.49,1836.2085714285713,1636.1046666666666,1.0,40498.15,39
2021-03-26,2021,3,March,1,26,4,Friday,12,4,0,0,0,Happen determine whatever.,Happen determine whatever.,Other,3060.0,Income,1,2726.7279411764707,17378.0,837.82,2142.9385714285713,1572.7713333333334,1.0,87620.0,32
2021-03-27,2021,3,March,1,27,5,Saturday,12,4,1,0,0,Lawyer writer health.,Lawyer writer health.,Health & Fitness,1907.65,Expense,0,955.2240789473684,4694.9,3060.0,1898.317142857143,1632.0099999999998,1.0,30775.510000000002,34
2021-03-28,2021,3,March,1,28,6,Sunday,12,4,1,0,0,Serious soon stay seven.,Serious soon stay seven.,Salary,143.6,Expense,0,1020.9147260273971,299.85,1907.65,1770.5457142857142,1579.7183333333332,1.0,28470.25,33
2021-03-29,2021,3,March,1,29,0,Monday,13,5,0,0,0,Land region back nor article.,Land region back nor article.,Rent,869.43,Expense,0,982.2750909090909,5685.13,143.6,1667.8557142857142,1545.415,1.0,45471.74,38
2021-03-30,2021,3,March,1,30,1,Tuesday,13,5,0,0,0,Dark mr clearly take.,Dark mr clearly take.,Health & Fitness,1625.42,Expense,0,955.2240789473684,4694.9,869.43,1325.3442857142857,1555.2986666666668,1.0,32400.93,35
2021-04-01,2021,4,April,2,1,3,Thursday,13,1,0,1,0,Quite response.,Quite response.,Health & Fitness,1343.33,Expense,0,955.2240789473684,2839.02,1625.42,1398.1785714285713,1596.388,2.0,33744.26,36
2021-04-02,2021,4,April,2,2,4,Friday,13,1,0,0,0,Together knowledge.,Together knowledge.,Shopping,1737.5,Expense,0,979.205,5399.77,1343.33,1526.7042857142858,1601.7683333333332,1.0,42235.65,40
2021-04-03,2021,4,April,2,3,5,Saturday,13,1,1,0,0,How staff.,How staff.,Entertainment,317.91,Expense,0,1036.1221678321679,1114.48,1737.5,1134.9771428571428,1573.1353333333332,1.0,38929.15,38
2021-04-03,2021,4,April,2,3,5,Saturday,13,1,1,0,0,Car indeed nor next.,Car indeed nor next.,Travel,1204.82,Expense,0,1059.3611875000001,3555.2799999999997,317.91,1034.5728571428572,1591.1683333333335,0.0,60280.05,56
2021-04-03,2021,4,April,2,3,5,Saturday,13,1,1,0,0,Authority interest red must art.,Authority interest red must art.,Rent,706.73,Expense,0,982.2750909090909,4027.5499999999997,1204.82,1115.02,1522.3593333333333,0.0,46178.47,39
2021-04-08,2021,4,April,2,8,3,Thursday,14,2,0,0,0,Year him thank trade.,Year him thank trade.,Shopping,1691.86,Expense,0,979.205,5399.77,706.73,1232.51,1512.9153333333334,5.0,43927.51,41
2021-04-08,2021,4,April,2,8,3,Thursday,14,2,0,0,0,All important shoulder she.,All important shoulder she.,Rent,1527.59,Expense,0,982.2750909090909,4027.5499999999997,1691.86,1218.5342857142857,1556.21,0.0,47706.06,40
2021-04-09,2021,4,April,2,9,4,Friday,14,2,0,0,0,Radio product.,Radio product.,Food & Drink,1221.9,Expense,0,1070.425436241611,1831.3000000000002,1527.59,1201.1871428571428,1595.621,1.0,38763.14,35
2021-04-11,2021,4,April,2,11,6,Sunday,14,2,1,0,0,President girl condition.,President girl condition.,Travel,67.62,Expense,0,1059.3611875000001,3555.2799999999997,1221.9,962.6328571428572,1566.9083333333333,2.0,60347.67,57
2021-04-11,2021,4,April,2,11,6,Sunday,14,2,1,0,0,More road development about.,More road development about.,Travel,1843.86,Expense,0,1059.3611875000001,3555.2799999999997,67.62,1180.6257142857144,1588.9763333333333,0.0,62191.53,58
2021-04-12,2021,4,April,2,12,0,Monday,15,2,0,0,0,Leg rest interest.,Leg rest interest.,Utilities,1741.03,Expense,0,935.2482165605096,3271.71,1843.86,1257.2271428571428,1486.7106666666666,1.0,37410.69,41
2021-04-13,2021,4,April,2,13,1,Tuesday,15,2,0,0,0,Easy get every.,Easy get every.,Shopping,148.47,Expense,0,979.205,5399.77,1741.03,1177.4757142857143,1344.9596666666666,1.0,44075.98,42
2021-04-18,2021,4,April,2,18,6,Sunday,15,3,1,0,0,Special information.,Special information.,Food & Drink,192.6,Expense,0,1070.425436241611,1831.3000000000002,148.47,963.2957142857142,1317.0016666666666,5.0,38955.74,36
2021-04-19,2021,4,April,2,19,0,Monday,16,3,0,0,0,Deal beyond almost.,Deal beyond almost.,Shopping,845.47,Expense,0,979.205,5399.77,192.6,865.85,1316.684,1.0,44921.45,43
2021-04-19,2021,4,April,2,19,0,Monday,16,3,0,0,0,Scientist i doctor.,Scientist i doctor.,Health & Fitness,630.16,Expense,0,955.2240789473684,2839.02,845.47,781.3157142857142,1306.9726666666668,0.0,34374.42,37
2021-04-19,2021,4,April,2,19,0,Monday,16,3,0,0,0,Cell year.,Cell year.,Rent,1767.85,Expense,0,982.2750909090909,4027.5499999999997,630.16,1024.2057142857143,1299.3280000000002,0.0,49473.909999999996,41
2021-04-19,2021,4,April,2,19,0,Monday,16,3,0,0,0,Five our pull fly few.,Five our pull fly few.,Investment,1168.0,Income,1,2558.112676056338,1168.0,1767.85,927.6542857142857,1292.4170000000001,0.0,60648.0,27
2021-04-21,2021,4,April,2,21,2,Wednesday,16,3,0,0,0,Determine feel article we they.,Determine feel article we they.,Shopping,976.47,Expense,0,979.205,5399.77,1168.0,818.4314285714287,1319.7576666666669,2.0,45897.92,44
2021-04-23,2021,4,April,2,23,4,Friday,16,4,0,0,0,Quickly new another general poor.,Quickly new another general poor.,Travel,438.98,Expense,0,1059.3611875000001,3555.2799999999997,976.47,859.9328571428571,1303.9606666666666,2.0,62630.51,59
2021-04-23,2021,4,April,2,23,4,Friday,16,4,0,0,0,Five indicate chance heavy senior.,Five indicate chance heavy senior.,Health & Fitness,865.53,Expense,0,955.2240789473684,2839.02,438.98,956.0657142857142,1212.145,0.0,35239.95,38
2021-04-24,2021,4,April,2,24,5,Saturday,16,4,1,0,0,Support feeling remain.,Support feeling remain.,Salary,1058.6,Expense,0,1020.9147260273971,1058.6,865.53,986.5128571428571,1212.8316666666667,1.0,29528.85,34
2021-04-27,2021,4,April,2,27,1,Tuesday,17,4,0,0,0,None whose.,None whose.,Entertainment,796.57,Expense,0,1036.1221678321679,1114.48,1058.6,1010.2857142857143,1186.442,3.0,39725.72,39
2021-04-27,2021,4,April,2,27,1,Tuesday,17,4,0,0,0,Care drug data position two.,Care drug data position two.,Food & Drink,416.8,Expense,0,1070.425436241611,1831.3000000000002,796.57,817.2785714285714,1066.2353333333333,0.0,39372.54,37
2021-04-27,2021,4,April,2,27,1,Tuesday,17,4,0,0,0,Movie stop.,Movie stop.,Utilities,1530.68,Expense,0,935.2482165605096,3271.71,416.8,869.09,1089.475,0.0,38941.37,42
2021-04-30,2021,4,April,2,30,4,Friday,17,5,0,0,1,Help painting always.,Help painting always.,Rent,25.38,Expense,0,982.2750909090909,4027.5499999999997,1530.68,733.22,1062.3936666666666,3.0,49499.29,42
2021-05-02,2021,5,May,2,2,6,Sunday,17,1,1,0,0,Source onto provide.,Source onto provide.,Utilities,267.08,Expense,0,935.2482165605096,3237.02,25.38,708.6628571428572,969.2963333333333,2.0,39208.45,43
2021-05-04,2021,5,May,2,4,1,Tuesday,18,1,0,0,0,Decade trade field training.,Decade trade field training.,Entertainment,1005.52,Expense,0,1036.1221678321679,2532.36,267.08,728.6614285714286,939.2253333333334,2.0,40731.24,40
2021-05-04,2021,5,May,2,4,1,Tuesday,18,1,0,0,0,While bring yourself.,While bring yourself.,Health & Fitness,153.43,Expense,0,955.2240789473684,3539.19,1005.52,599.3514285714285,939.553,0.0,35393.38,39
2021-05-06,2021,5,May,2,6,3,Thursday,18,1,0,0,0,Receive region however.,Receive region however.,Food & Drink,878.08,Expense,0,1070.425436241611,1783.0500000000002,153.43,610.9957142857144,939.8413333333333,2.0,40250.62,38
2021-05-07,2021,5,May,2,7,4,Friday,18,1,0,0,0,Have including none.,Have including none.,Rent,816.01,Expense,0,982.2750909090909,5961.44,878.08,668.0257142857143,912.8610000000001,1.0,50315.3,43
2021-05-07,2021,5,May,2,7,4,Friday,18,1,0,0,0,Focus executive letter possible final.,Focus executive letter possible final.,Rent,1725.6,Expense,0,982.2750909090909,5961.44,816.01,695.8714285714286,925.6033333333332,0.0,52040.9,44
2021-05-07,2021,5,May,2,7,4,Friday,18,1,0,0,0,Third letter sort reveal seven.,Third letter sort reveal seven.,Shopping,1421.9,Expense,0,979.205,1421.9,1725.6,895.3742857142857,915.0833333333334,0.0,47319.82,45
2021-05-10,2021,5,May,2,10,0,Monday,19,2,0,0,0,Administration network once.,Administration network once.,Utilities,1604.63,Expense,0,935.2482165605096,3237.02,1421.9,1086.452857142857,957.9739999999999,3.0,40813.08,44
2021-05-11,2021,5,May,2,11,1,Tuesday,19,2,0,0,0,Charge form here.,Charge form here.,Health & Fitness,185.38,Expense,0,955.2240789473684,3539.19,1604.63,969.29,923.9926666666667,1.0,35578.76,40
2021-05-11,2021,5,May,2,11,1,Tuesday,19,2,0,0,0,Nearly want front shake.,Nearly want front shake.,Entertainment,877.0,Expense,0,1036.1221678321679,2532.36,185.38,1072.6571428571428,929.6683333333333,0.0,41608.24,41
2021-05-12,2021,5,May,2,12,2,Wednesday,19,2,0,0,0,Leave run goal cause.,Leave run goal cause.,Rent,797.58,Expense,0,982.2750909090909,5961.44,877.0,1061.1571428571428,899.8589999999999,1.0,52838.479999999996,45
2021-05-14,2021,5,May,2,14,4,Friday,19,2,0,0,0,Contain threat wrong whatever.,Contain threat wrong whatever.,Health & Fitness,450.93,Expense,0,955.2240789473684,3539.19,797.58,1009.0028571428572,863.9703333333332,2.0,36029.69,41
2021-05-14,2021,5,May,2,14,4,Friday,19,2,0,0,0,Stuff avoid.,Stuff avoid.,Rent,1025.86,Expense,0,982.2750909090909,5961.44,450.93,909.04,857.4356666666666,0.0,53864.34,46
2021-05-15,2021,5,May,2,15,5,Saturday,19,3,1,0,0,Include successful.,Include successful.,Investment,3362.0,Income,1,2558.112676056338,5283.0,1025.86,1186.197142857143,967.2483333333333,1.0,64010.0,28
2021-05-17,2021,5,May,2,17,0,Monday,20,3,0,0,0,Religious across.,Religious across.,Utilities,480.18,Expense,0,935.2482165605096,3237.02,3362.0,1025.5614285714287,921.7923333333333,2.0,41293.26,45
2021-05-19,2021,5,May,2,19,2,Wednesday,20,3,0,0,0,Health pay project pattern.,Health pay project pattern.,Investment,1921.0,Income,1,2558.112676056338,5283.0,480.18,1273.5071428571428,927.7913333333332,2.0,65931.0,29
2021-05-22,2021,5,May,2,22,5,Saturday,20,4,1,0,0,Administration mother in admit.,Administration mother in admit.,Rent,362.52,Expense,0,982.2750909090909,5961.44,1921.0,1200.01,934.9263333333333,3.0,54226.86,47
2021-05-23,2021,5,May,2,23,6,Sunday,20,4,1,0,0,Within admit spend purpose south.,Within admit spend purpose south.,Salary,933.27,Expense,0,1020.9147260273971,3548.43,362.52,1219.3942857142858,959.6153333333333,1.0,30462.12,35
2021-05-24,2021,5,May,2,24,0,Monday,21,4,0,0,0,Truth modern.,Truth modern.,Salary,1365.46,Expense,0,1020.9147260273971,3548.43,933.27,1350.0414285714285,976.9483333333334,1.0,31827.579999999998,36
2021-05-24,2021,5,May,2,24,0,Monday,21,4,0,0,0,People education great.,People education great.,Health & Fitness,1729.85,Expense,0,955.2240789473684,3539.19,1365.46,1450.6114285714286,1013.6046666666667,0.0,37759.54,42
2021-05-24,2021,5,May,2,24,0,Monday,21,4,0,0,0,Health image.,Health image.,Utilities,885.13,Expense,0,935.2482165605096,3237.02,1729.85,1096.7728571428572,984.1806666666666,0.0,42178.39,46
2021-05-25,2021,5,May,2,25,1,Tuesday,21,4,0,0,0,Wrong difficult range.,Wrong difficult range.,Travel,1594.7,Expense,0,1059.3611875000001,1757.39,885.13,1255.99,998.404,1.0,64225.21,60
2021-05-25,2021,5,May,2,25,1,Tuesday,21,4,0,0,0,Behavior here.,Behavior here.,Health & Fitness,1019.6,Expense,0,955.2240789473684,3539.19,1594.7,1127.2185714285713,999.8416666666668,0.0,38779.14,43
2021-05-27,2021,5,May,2,27,3,Thursday,21,4,0,0,0,Argue act commercial matter.,Argue act commercial matter.,Salary,84.84,Expense,0,1020.9147260273971,3548.43,1019.6,1087.55,988.0369999999999,2.0,31912.42,37
2021-05-27,2021,5,May,2,27,3,Thursday,21,4,0,0,0,Not teach believe month.,Not teach believe month.,Travel,162.69,Expense,0,1059.3611875000001,1757.39,84.84,977.4671428571428,964.609,0.0,64387.9,61
2021-05-29,2021,5,May,2,29,5,Saturday,21,5,1,0,0,Deep test thought.,Deep test thought.,Rent,1233.87,Expense,0,982.2750909090909,5961.44,162.69,958.6685714285715,970.4513333333333,2.0,55460.729999999996,48
2021-05-30,2021,5,May,2,30,6,Sunday,21,5,1,0,0,Another avoid understand.,Another avoid understand.,Salary,1164.86,Expense,0,1020.9147260273971,3548.43,1233.87,877.9557142857144,982.7276666666668,1.0,33077.28,38
2021-05-31,2021,5,May,2,31,0,Monday,22,5,0,0,1,Up federal nor note.,Up federal nor note.,Entertainment,649.84,Expense,0,1036.1221678321679,2532.36,1164.86,844.3428571428573,990.4956666666666,1.0,42258.08,42
2021-05-31,2021,5,May,2,31,0,Monday,22,5,0,0,1,Probably conference sure administration debate.,Probably conference sure administration debate.,Food & Drink,904.97,Expense,0,1070.425436241611,1783.0500000000002,649.84,745.8100000000001,969.6386666666668,0.0,41155.590000000004,39
